corp_conv_idx,conv_id,speaker,corp_vol_idx,conv_vol_idx,vol_text,corp_utt_idx,conv_utt_idx,utt_text,T1,T2
3,high_121,client,213,34,"And so I haven't had a chance to really talk to people about what some ideas would be that wha, what could I do? I used to work, and I was kind of looking forward to working again. He's he's sorta made it clear that, that I don't need to work because he's gonna take care of us. He brings home diapers.",575,91,He brings home diapers.,N,N
3,high_121,counsellor,214,35,Mm-hm.,576,92,Mm-hm.,O,FA
3,high_121,client,215,36,"And gives us some money when he's around. And so, we really don't need it most of the time.",577,93,And gives us some money when he's around.,N,N
3,high_121,client,215,36,"And gives us some money when he's around. And so, we really don't need it most of the time.",578,94,"And so, we really don't need it most of the time.",N,N
3,high_121,counsellor,216,37,"Mm-hm. So you had been kinda thinking about maybe going back to work and doing, doing some of that on your, on your own. And, and yet he, he doesn't really, he's expressing that he'd like to be able to take care of you and-",579,95,Mm-hm.,O,FI
3,high_121,counsellor,216,37,"Mm-hm. So you had been kinda thinking about maybe going back to work and doing, doing some of that on your, on your own. And, and yet he, he doesn't really, he's expressing that he'd like to be able to take care of you and-",580,96,"So you had been kinda thinking about maybe going back to work and doing, doing some of that on your, on your own.",SRL,SR
3,high_121,counsellor,216,37,"Mm-hm. So you had been kinda thinking about maybe going back to work and doing, doing some of that on your, on your own. And, and yet he, he doesn't really, he's expressing that he'd like to be able to take care of you and-",581,97,"And, and yet he, he doesn't really, he's expressing that he'd like to be able to take care of you and-",SRL,SR
3,high_121,client,217,38,Yeah.,582,98,Yeah.,N,N
3,high_121,counsellor,218,39,"And when he's there he, he does take care of you?",583,99,"And when he's there he, he does take care of you?",Q,CQ
3,high_121,client,219,40,"Yeah, yeah. And yeah he does take care of us. He's a, he's he makes sure that I have enough money for, you know, for the basic needs in the house, and he pays the rent, and you know, but when I, when he's gone and I run out of money, it just kind of, that's when I think, God I just wish I could take, do a little bit by myself, I'm just not sure.",584,100,"Yeah, yeah.",N,N
3,high_121,client,219,40,"Yeah, yeah. And yeah he does take care of us. He's a, he's he makes sure that I have enough money for, you know, for the basic needs in the house, and he pays the rent, and you know, but when I, when he's gone and I run out of money, it just kind of, that's when I think, God I just wish I could take, do a little bit by myself, I'm just not sure.",585,101,And yeah he does take care of us.,N,N
3,high_121,client,219,40,"Yeah, yeah. And yeah he does take care of us. He's a, he's he makes sure that I have enough money for, you know, for the basic needs in the house, and he pays the rent, and you know, but when I, when he's gone and I run out of money, it just kind of, that's when I think, God I just wish I could take, do a little bit by myself, I'm just not sure.",586,102,"He's a, he's he makes sure that I have enough money for, you know, for the basic needs in the house, and he pays the rent, and you know,",N,N
3,high_121,client,219,40,"Yeah, yeah. And yeah he does take care of us. He's a, he's he makes sure that I have enough money for, you know, for the basic needs in the house, and he pays the rent, and you know, but when I, when he's gone and I run out of money, it just kind of, that's when I think, God I just wish I could take, do a little bit by myself, I'm just not sure.",587,103,"but when I, when he's gone and I run out of money, it just kind of, that's when I think, God I just wish I could take, do a little bit by myself,",N,N
3,high_121,client,219,40,"Yeah, yeah. And yeah he does take care of us. He's a, he's he makes sure that I have enough money for, you know, for the basic needs in the house, and he pays the rent, and you know, but when I, when he's gone and I run out of money, it just kind of, that's when I think, God I just wish I could take, do a little bit by myself, I'm just not sure.",588,104,I'm just not sure.,N,N
